================================================================================
PHASE 1 — FULL ENUMERATION OF 14/16 SIGNINGS BY LIFT HASH
================================================================================
vertices: 15
edges:    30
negatives target: 14
total signings:   145422675
cycle basis size: 16

... samples=970000/145422675 ( 0.667%) cycle_sigs=16384 lift_hashes=1 rate=  7365.0/s elapsed=00:02:11 eta=05:26:53
... samples=975000/145422675 ( 0.670%) cycle_sigs=16384 lift_hashes=1 rate=  7363.9/s elapsed=00:02:12 eta=05:26:55
... samples=980000/145422675 ( 0.674%) cycle_sigs=16384 lift_hashes=1 rate=  7363.4/s elapsed=00:02:13 eta=05:26:56
... samples=985000/145422675 ( 0.677%) cycle_sigs=16384 lift_hashes=1 rate=  7362.9/s elapsed=00:02:13 eta=05:26:56
... samples=990000/145422675 ( 0.681%) cycle_sigs=16384 lift_hashes=1 rate=  7362.6/s elapsed=00:02:14 eta=05:26:57
... samples=995000/145422675 ( 0.684%) cycle_sigs=16384 lift_hashes=1 rate=  7362.5/s elapsed=00:02:15 eta=05:26:56
... samples=1000000/145422675 ( 0.688%) cycle_sigs=16384 lift_hashes=1 rate=  7362.1/s elapsed=00:02:15 eta=05:26:57
... samples=1005000/145422675 ( 0.691%) cycle_sigs=16384 lift_hashes=1 rate=  7359.1/s elapsed=00:02:16 eta=05:27:04
... samples=1010000/145422675 ( 0.695%) cycle_sigs=16384 lift_hashes=1 rate=  7358.5/s elapsed=00:02:17 eta=05:27:05
... samples=1015000/145422675 ( 0.698%) cycle_sigs=16384 lift_hashes=1 rate=  7357.9/s elapsed=00:02:17 eta=05:27:06
... samples=1020000/145422675 ( 0.701%) cycle_sigs=16384 lift_hashes=1 rate=  7357.1/s elapsed=00:02:18 eta=05:27:07
... samples=1025000/145422675 ( 0.705%) cycle_sigs=16384 lift_hashes=1 rate=  7356.7/s elapsed=00:02:19 eta=05:27:08
... samples=1030000/145422675 ( 0.708%) cycle_sigs=16384 lift_hashes=1 rate=  7356.3/s elapsed=00:02:20 eta=05:27:08
... samples=1035000/145422675 ( 0.712%) cycle_sigs=16384 lift_hashes=1 rate=  7355.8/s elapsed=00:02:20 eta=05:27:09
... samples=1040000/145422675 ( 0.715%) cycle_sigs=16384 lift_hashes=1 rate=  7355.6/s elapsed=00:02:21 eta=05:27:08
... samples=1045000/145422675 ( 0.719%) cycle_sigs=16384 lift_hashes=1 rate=  7355.3/s elapsed=00:02:22 eta=05:27:09
... samples=1050000/145422675 ( 0.722%) cycle_sigs=16384 lift_hashes=1 rate=  7354.8/s elapsed=00:02:22 eta=05:27:09
... samples=1055000/145422675 ( 0.725%) cycle_sigs=16384 lift_hashes=1 rate=  7352.3/s elapsed=00:02:23 eta=05:27:15
... samples=1060000/145422675 ( 0.729%) cycle_sigs=16384 lift_hashes=1 rate=  7351.7/s elapsed=00:02:24 eta=05:27:16
... samples=1065000/145422675 ( 0.732%) cycle_sigs=16384 lift_hashes=1 rate=  7350.8/s elapsed=00:02:24 eta=05:27:18
... samples=1070000/145422675 ( 0.736%) cycle_sigs=16384 lift_hashes=1 rate=  7350.2/s elapsed=00:02:25 eta=05:27:19
... samples=1075000/145422675 ( 0.739%) cycle_sigs=16384 lift_hashes=1 rate=  7350.2/s elapsed=00:02:26 eta=05:27:18
... samples=1080000/145422675 ( 0.743%) cycle_sigs=16384 lift_hashes=1 rate=  7350.5/s elapsed=00:02:26 eta=05:27:17
... samples=1085000/145422675 ( 0.746%) cycle_sigs=16384 lift_hashes=1 rate=  7351.1/s elapsed=00:02:27 eta=05:27:14
... samples=1090000/145422675 ( 0.750%) cycle_sigs=16384 lift_hashes=1 rate=  7351.9/s elapsed=00:02:28 eta=05:27:12
... samples=1095000/145422675 ( 0.753%) cycle_sigs=16384 lift_hashes=1 rate=  7352.2/s elapsed=00:02:28 eta=05:27:10
... samples=1100000/145422675 ( 0.756%) cycle_sigs=16384 lift_hashes=1 rate=  7352.9/s elapsed=00:02:29 eta=05:27:07
... samples=1105000/145422675 ( 0.760%) cycle_sigs=16384 lift_hashes=1 rate=  7353.0/s elapsed=00:02:30 eta=05:27:07
... samples=1110000/145422675 ( 0.763%) cycle_sigs=16384 lift_hashes=1 rate=  7353.3/s elapsed=00:02:30 eta=05:27:05
... samples=1115000/145422675 ( 0.767%) cycle_sigs=16384 lift_hashes=1 rate=  7353.7/s elapsed=00:02:31 eta=05:27:03
... samples=1120000/145422675 ( 0.770%) cycle_sigs=16384 lift_hashes=1 rate=  7354.5/s elapsed=00:02:32 eta=05:27:00
... samples=1125000/145422675 ( 0.774%) cycle_sigs=16384 lift_hashes=1 rate=  7355.4/s elapsed=00:02:32 eta=05:26:57
... samples=1130000/145422675 ( 0.777%) cycle_sigs=16384 lift_hashes=1 rate=  7356.0/s elapsed=00:02:33 eta=05:26:55
... samples=1135000/145422675 ( 0.780%) cycle_sigs=16384 lift_hashes=1 rate=  7356.6/s elapsed=00:02:34 eta=05:26:53
... samples=1140000/145422675 ( 0.784%) cycle_sigs=16384 lift_hashes=1 rate=  7357.3/s elapsed=00:02:34 eta=05:26:50
... samples=1145000/145422675 ( 0.787%) cycle_sigs=16384 lift_hashes=1 rate=  7357.8/s elapsed=00:02:35 eta=05:26:48
... samples=1150000/145422675 ( 0.791%) cycle_sigs=16384 lift_hashes=1 rate=  7358.7/s elapsed=00:02:36 eta=05:26:45
... samples=1155000/145422675 ( 0.794%) cycle_sigs=16384 lift_hashes=1 rate=  7359.4/s elapsed=00:02:36 eta=05:26:43
... samples=1160000/145422675 ( 0.798%) cycle_sigs=16384 lift_hashes=1 rate=  7359.8/s elapsed=00:02:37 eta=05:26:41
... samples=1165000/145422675 ( 0.801%) cycle_sigs=16384 lift_hashes=1 rate=  7360.5/s elapsed=00:02:38 eta=05:26:38
... samples=1170000/145422675 ( 0.805%) cycle_sigs=16384 lift_hashes=1 rate=  7361.3/s elapsed=00:02:38 eta=05:26:36
... samples=1175000/145422675 ( 0.808%) cycle_sigs=16384 lift_hashes=1 rate=  7361.0/s elapsed=00:02:39 eta=05:26:36
... samples=1180000/145422675 ( 0.811%) cycle_sigs=16384 lift_hashes=1 rate=  7359.5/s elapsed=00:02:40 eta=05:26:39
... samples=1185000/145422675 ( 0.815%) cycle_sigs=16384 lift_hashes=1 rate=  7360.3/s elapsed=00:02:40 eta=05:26:36
... samples=1190000/145422675 ( 0.818%) cycle_sigs=16384 lift_hashes=1 rate=  7360.8/s elapsed=00:02:41 eta=05:26:34
... samples=1195000/145422675 ( 0.822%) cycle_sigs=16384 lift_hashes=1 rate=  7361.5/s elapsed=00:02:42 eta=05:26:32
... samples=1200000/145422675 ( 0.825%) cycle_sigs=16384 lift_hashes=1 rate=  7362.3/s elapsed=00:02:42 eta=05:26:29
... samples=1205000/145422675 ( 0.829%) cycle_sigs=16384 lift_hashes=1 rate=  7362.6/s elapsed=00:02:43 eta=05:26:27
... samples=1210000/145422675 ( 0.832%) cycle_sigs=16384 lift_hashes=1 rate=  7363.3/s elapsed=00:02:44 eta=05:26:25
... samples=1215000/145422675 ( 0.835%) cycle_sigs=16384 lift_hashes=1 rate=  7364.0/s elapsed=00:02:44 eta=05:26:22
... samples=1220000/145422675 ( 0.839%) cycle_sigs=16384 lift_hashes=1 rate=  7364.3/s elapsed=00:02:45 eta=05:26:21
... samples=1225000/145422675 ( 0.842%) cycle_sigs=16384 lift_hashes=1 rate=  7365.0/s elapsed=00:02:46 eta=05:26:18
... samples=1230000/145422675 ( 0.846%) cycle_sigs=16384 lift_hashes=1 rate=  7365.7/s elapsed=00:02:46 eta=05:26:16
... samples=1235000/145422675 ( 0.849%) cycle_sigs=16384 lift_hashes=1 rate=  7366.2/s elapsed=00:02:47 eta=05:26:14
... samples=1240000/145422675 ( 0.853%) cycle_sigs=16384 lift_hashes=1 rate=  7366.9/s elapsed=00:02:48 eta=05:26:11
... samples=1245000/145422675 ( 0.856%) cycle_sigs=16384 lift_hashes=1 rate=  7367.5/s elapsed=00:02:48 eta=05:26:09
... samples=1250000/145422675 ( 0.860%) cycle_sigs=16384 lift_hashes=1 rate=  7368.0/s elapsed=00:02:49 eta=05:26:07
... samples=1255000/145422675 ( 0.863%) cycle_sigs=16384 lift_hashes=1 rate=  7368.6/s elapsed=00:02:50 eta=05:26:05
... samples=1260000/145422675 ( 0.866%) cycle_sigs=16384 lift_hashes=1 rate=  7369.4/s elapsed=00:02:50 eta=05:26:02
... samples=1265000/145422675 ( 0.870%) cycle_sigs=16384 lift_hashes=1 rate=  7369.8/s elapsed=00:02:51 eta=05:26:00
... samples=1270000/145422675 ( 0.873%) cycle_sigs=16384 lift_hashes=1 rate=  7370.4/s elapsed=00:02:52 eta=05:25:58
... samples=1275000/145422675 ( 0.877%) cycle_sigs=16384 lift_hashes=1 rate=  7371.1/s elapsed=00:02:52 eta=05:25:55
... samples=1280000/145422675 ( 0.880%) cycle_sigs=16384 lift_hashes=1 rate=  7371.8/s elapsed=00:02:53 eta=05:25:53
... samples=1285000/145422675 ( 0.884%) cycle_sigs=16384 lift_hashes=1 rate=  7372.1/s elapsed=00:02:54 eta=05:25:51
... samples=1290000/145422675 ( 0.887%) cycle_sigs=16384 lift_hashes=1 rate=  7372.2/s elapsed=00:02:54 eta=05:25:50
... samples=1295000/145422675 ( 0.891%) cycle_sigs=16384 lift_hashes=1 rate=  7372.3/s elapsed=00:02:55 eta=05:25:49
... samples=1300000/145422675 ( 0.894%) cycle_sigs=16384 lift_hashes=1 rate=  7371.9/s elapsed=00:02:56 eta=05:25:50
... samples=1305000/145422675 ( 0.897%) cycle_sigs=16384 lift_hashes=1 rate=  7372.2/s elapsed=00:02:57 eta=05:25:48
... samples=1310000/145422675 ( 0.901%) cycle_sigs=16384 lift_hashes=1 rate=  7372.8/s elapsed=00:02:57 eta=05:25:46
... samples=1315000/145422675 ( 0.904%) cycle_sigs=16384 lift_hashes=1 rate=  7370.5/s elapsed=00:02:58 eta=05:25:52
... samples=1320000/145422675 ( 0.908%) cycle_sigs=16384 lift_hashes=1 rate=  7370.8/s elapsed=00:02:59 eta=05:25:50
... samples=1325000/145422675 ( 0.911%) cycle_sigs=16384 lift_hashes=1 rate=  7371.3/s elapsed=00:02:59 eta=05:25:48
... samples=1330000/145422675 ( 0.915%) cycle_sigs=16384 lift_hashes=1 rate=  7371.7/s elapsed=00:03:00 eta=05:25:46
... samples=1335000/145422675 ( 0.918%) cycle_sigs=16384 lift_hashes=1 rate=  7370.4/s elapsed=00:03:01 eta=05:25:49
... samples=1340000/145422675 ( 0.921%) cycle_sigs=16384 lift_hashes=1 rate=  7370.8/s elapsed=00:03:01 eta=05:25:47
... samples=1345000/145422675 ( 0.925%) cycle_sigs=16384 lift_hashes=1 rate=  7370.9/s elapsed=00:03:02 eta=05:25:46
... samples=1350000/145422675 ( 0.928%) cycle_sigs=16384 lift_hashes=1 rate=  7371.2/s elapsed=00:03:03 eta=05:25:45
... samples=1355000/145422675 ( 0.932%) cycle_sigs=16384 lift_hashes=1 rate=  7371.6/s elapsed=00:03:03 eta=05:25:43
... samples=1360000/145422675 ( 0.935%) cycle_sigs=16384 lift_hashes=1 rate=  7371.8/s elapsed=00:03:04 eta=05:25:42
... samples=1365000/145422675 ( 0.939%) cycle_sigs=16384 lift_hashes=1 rate=  7372.4/s elapsed=00:03:05 eta=05:25:40
... samples=1370000/145422675 ( 0.942%) cycle_sigs=16384 lift_hashes=1 rate=  7373.1/s elapsed=00:03:05 eta=05:25:37
... samples=1375000/145422675 ( 0.946%) cycle_sigs=16384 lift_hashes=1 rate=  7373.5/s elapsed=00:03:06 eta=05:25:35
... samples=1380000/145422675 ( 0.949%) cycle_sigs=16384 lift_hashes=1 rate=  7374.0/s elapsed=00:03:07 eta=05:25:33
... samples=1385000/145422675 ( 0.952%) cycle_sigs=16384 lift_hashes=1 rate=  7374.6/s elapsed=00:03:07 eta=05:25:31
... samples=1390000/145422675 ( 0.956%) cycle_sigs=16384 lift_hashes=1 rate=  7375.0/s elapsed=00:03:08 eta=05:25:29
... samples=1395000/145422675 ( 0.959%) cycle_sigs=16384 lift_hashes=1 rate=  7375.5/s elapsed=00:03:09 eta=05:25:27
... samples=1400000/145422675 ( 0.963%) cycle_sigs=16384 lift_hashes=1 rate=  7376.0/s elapsed=00:03:09 eta=05:25:25
... samples=1405000/145422675 ( 0.966%) cycle_sigs=16384 lift_hashes=1 rate=  7376.3/s elapsed=00:03:10 eta=05:25:24
... samples=1410000/145422675 ( 0.970%) cycle_sigs=16384 lift_hashes=1 rate=  7376.5/s elapsed=00:03:11 eta=05:25:23
... samples=1415000/145422675 ( 0.973%) cycle_sigs=16384 lift_hashes=1 rate=  7376.6/s elapsed=00:03:11 eta=05:25:22
... samples=1420000/145422675 ( 0.976%) cycle_sigs=16384 lift_hashes=1 rate=  7375.9/s elapsed=00:03:12 eta=05:25:23
... samples=1425000/145422675 ( 0.980%) cycle_sigs=16384 lift_hashes=1 rate=  7373.8/s elapsed=00:03:13 eta=05:25:28
... samples=1430000/145422675 ( 0.983%) cycle_sigs=16384 lift_hashes=1 rate=  7373.7/s elapsed=00:03:13 eta=05:25:27
... samples=1435000/145422675 ( 0.987%) cycle_sigs=16384 lift_hashes=1 rate=  7373.1/s elapsed=00:03:14 eta=05:25:28
... samples=1440000/145422675 ( 0.990%) cycle_sigs=16384 lift_hashes=1 rate=  7373.2/s elapsed=00:03:15 eta=05:25:27
... samples=1445000/145422675 ( 0.994%) cycle_sigs=16384 lift_hashes=1 rate=  7373.7/s elapsed=00:03:15 eta=05:25:25
... samples=1450000/145422675 ( 0.997%) cycle_sigs=16384 lift_hashes=1 rate=  7374.1/s elapsed=00:03:16 eta=05:25:24
... samples=1455000/145422675 ( 1.001%) cycle_sigs=16384 lift_hashes=1 rate=  7374.3/s elapsed=00:03:17 eta=05:25:22
... samples=1460000/145422675 ( 1.004%) cycle_sigs=16384 lift_hashes=1 rate=  7374.4/s elapsed=00:03:17 eta=05:25:22
... samples=1465000/145422675 ( 1.007%) cycle_sigs=16384 lift_hashes=1 rate=  7374.1/s elapsed=00:03:18 eta=05:25:22
... samples=1470000/145422675 ( 1.011%) cycle_sigs=16384 lift_hashes=1 rate=  7373.7/s elapsed=00:03:19 eta=05:25:22
... samples=1475000/145422675 ( 1.014%) cycle_sigs=16384 lift_hashes=1 rate=  7373.5/s elapsed=00:03:20 eta=05:25:22
... samples=1480000/145422675 ( 1.018%) cycle_sigs=16384 lift_hashes=1 rate=  7373.2/s elapsed=00:03:20 eta=05:25:22
... samples=1485000/145422675 ( 1.021%) cycle_sigs=16384 lift_hashes=1 rate=  7372.5/s elapsed=00:03:21 eta=05:25:23
... samples=1490000/145422675 ( 1.025%) cycle_sigs=16384 lift_hashes=1 rate=  7372.5/s elapsed=00:03:22 eta=05:25:23
... samples=1495000/145422675 ( 1.028%) cycle_sigs=16384 lift_hashes=1 rate=  7370.8/s elapsed=00:03:22 eta=05:25:26
... samples=1500000/145422675 ( 1.031%) cycle_sigs=16384 lift_hashes=1 rate=  7370.7/s elapsed=00:03:23 eta=05:25:26
... samples=1505000/145422675 ( 1.035%) cycle_sigs=16384 lift_hashes=1 rate=  7370.8/s elapsed=00:03:24 eta=05:25:25
... samples=1510000/145422675 ( 1.038%) cycle_sigs=16384 lift_hashes=1 rate=  7370.7/s elapsed=00:03:24 eta=05:25:25
... samples=1515000/145422675 ( 1.042%) cycle_sigs=16384 lift_hashes=1 rate=  7368.7/s elapsed=00:03:25 eta=05:25:29
... samples=1520000/145422675 ( 1.045%) cycle_sigs=16384 lift_hashes=1 rate=  7367.9/s elapsed=00:03:26 eta=05:25:31
... samples=1525000/145422675 ( 1.049%) cycle_sigs=16384 lift_hashes=1 rate=  7367.1/s elapsed=00:03:27 eta=05:25:32
... samples=1530000/145422675 ( 1.052%) cycle_sigs=16384 lift_hashes=1 rate=  7366.4/s elapsed=00:03:27 eta=05:25:33
... samples=1535000/145422675 ( 1.056%) cycle_sigs=16384 lift_hashes=1 rate=  7366.1/s elapsed=00:03:28 eta=05:25:33
... samples=1540000/145422675 ( 1.059%) cycle_sigs=16384 lift_hashes=1 rate=  7364.1/s elapsed=00:03:29 eta=05:25:38
... samples=1545000/145422675 ( 1.062%) cycle_sigs=16384 lift_hashes=1 rate=  7363.5/s elapsed=00:03:29 eta=05:25:39
... samples=1550000/145422675 ( 1.066%) cycle_sigs=16384 lift_hashes=1 rate=  7363.1/s elapsed=00:03:30 eta=05:25:39
... samples=1555000/145422675 ( 1.069%) cycle_sigs=16384 lift_hashes=1 rate=  7362.8/s elapsed=00:03:31 eta=05:25:39
... samples=1560000/145422675 ( 1.073%) cycle_sigs=16384 lift_hashes=1 rate=  7362.3/s elapsed=00:03:31 eta=05:25:40
... samples=1565000/145422675 ( 1.076%) cycle_sigs=16384 lift_hashes=1 rate=  7362.1/s elapsed=00:03:32 eta=05:25:40
... samples=1570000/145422675 ( 1.080%) cycle_sigs=16384 lift_hashes=1 rate=  7361.8/s elapsed=00:03:33 eta=05:25:40
... samples=1575000/145422675 ( 1.083%) cycle_sigs=16384 lift_hashes=1 rate=  7361.4/s elapsed=00:03:33 eta=05:25:40
... samples=1580000/145422675 ( 1.086%) cycle_sigs=16384 lift_hashes=1 rate=  7361.2/s elapsed=00:03:34 eta=05:25:40
... samples=1585000/145422675 ( 1.090%) cycle_sigs=16384 lift_hashes=1 rate=  7359.2/s elapsed=00:03:35 eta=05:25:45
... samples=1590000/145422675 ( 1.093%) cycle_sigs=16384 lift_hashes=1 rate=  7358.8/s elapsed=00:03:36 eta=05:25:45
... samples=1595000/145422675 ( 1.097%) cycle_sigs=16384 lift_hashes=1 rate=  7358.6/s elapsed=00:03:36 eta=05:25:45
... samples=1600000/145422675 ( 1.100%) cycle_sigs=16384 lift_hashes=1 rate=  7358.5/s elapsed=00:03:37 eta=05:25:45
... samples=1605000/145422675 ( 1.104%) cycle_sigs=16384 lift_hashes=1 rate=  7358.0/s elapsed=00:03:38 eta=05:25:45
... samples=1610000/145422675 ( 1.107%) cycle_sigs=16384 lift_hashes=1 rate=  7357.8/s elapsed=00:03:38 eta=05:25:45
... samples=1615000/145422675 ( 1.111%) cycle_sigs=16384 lift_hashes=1 rate=  7357.6/s elapsed=00:03:39 eta=05:25:45
... samples=1620000/145422675 ( 1.114%) cycle_sigs=16384 lift_hashes=1 rate=  7356.9/s elapsed=00:03:40 eta=05:25:46
... samples=1625000/145422675 ( 1.117%) cycle_sigs=16384 lift_hashes=1 rate=  7355.8/s elapsed=00:03:40 eta=05:25:48
... samples=1630000/145422675 ( 1.121%) cycle_sigs=16384 lift_hashes=1 rate=  7356.3/s elapsed=00:03:41 eta=05:25:46
... samples=1635000/145422675 ( 1.124%) cycle_sigs=16384 lift_hashes=1 rate=  7356.9/s elapsed=00:03:42 eta=05:25:44
... samples=1640000/145422675 ( 1.128%) cycle_sigs=16384 lift_hashes=1 rate=  7357.2/s elapsed=00:03:42 eta=05:25:43
... samples=1645000/145422675 ( 1.131%) cycle_sigs=16384 lift_hashes=1 rate=  7357.5/s elapsed=00:03:43 eta=05:25:41
... samples=1650000/145422675 ( 1.135%) cycle_sigs=16384 lift_hashes=1 rate=  7357.9/s elapsed=00:03:44 eta=05:25:39
... samples=1655000/145422675 ( 1.138%) cycle_sigs=16384 lift_hashes=1 rate=  7357.6/s elapsed=00:03:44 eta=05:25:40
... samples=1660000/145422675 ( 1.142%) cycle_sigs=16384 lift_hashes=1 rate=  7358.0/s elapsed=00:03:45 eta=05:25:38
... samples=1665000/145422675 ( 1.145%) cycle_sigs=16384 lift_hashes=1 rate=  7358.5/s elapsed=00:03:46 eta=05:25:36
... samples=1670000/145422675 ( 1.148%) cycle_sigs=16384 lift_hashes=1 rate=  7358.4/s elapsed=00:03:46 eta=05:25:35
... samples=1675000/145422675 ( 1.152%) cycle_sigs=16384 lift_hashes=1 rate=  7358.7/s elapsed=00:03:47 eta=05:25:34
... samples=1680000/145422675 ( 1.155%) cycle_sigs=16384 lift_hashes=1 rate=  7358.8/s elapsed=00:03:48 eta=05:25:33
... samples=1685000/145422675 ( 1.159%) cycle_sigs=16384 lift_hashes=1 rate=  7358.8/s elapsed=00:03:48 eta=05:25:32
... samples=1690000/145422675 ( 1.162%) cycle_sigs=16384 lift_hashes=1 rate=  7359.2/s elapsed=00:03:49 eta=05:25:31
... samples=1695000/145422675 ( 1.166%) cycle_sigs=16384 lift_hashes=1 rate=  7359.7/s elapsed=00:03:50 eta=05:25:28
... samples=1700000/145422675 ( 1.169%) cycle_sigs=16384 lift_hashes=1 rate=  7360.1/s elapsed=00:03:50 eta=05:25:27
... samples=1705000/145422675 ( 1.172%) cycle_sigs=16384 lift_hashes=1 rate=  7360.5/s elapsed=00:03:51 eta=05:25:25
... samples=1710000/145422675 ( 1.176%) cycle_sigs=16384 lift_hashes=1 rate=  7361.0/s elapsed=00:03:52 eta=05:25:23
... samples=1715000/145422675 ( 1.179%) cycle_sigs=16384 lift_hashes=1 rate=  7361.4/s elapsed=00:03:52 eta=05:25:21
... samples=1720000/145422675 ( 1.183%) cycle_sigs=16384 lift_hashes=1 rate=  7361.9/s elapsed=00:03:53 eta=05:25:19
... samples=1725000/145422675 ( 1.186%) cycle_sigs=16384 lift_hashes=1 rate=  7362.4/s elapsed=00:03:54 eta=05:25:17
... samples=1730000/145422675 ( 1.190%) cycle_sigs=16384 lift_hashes=1 rate=  7362.8/s elapsed=00:03:54 eta=05:25:16
... samples=1735000/145422675 ( 1.193%) cycle_sigs=16384 lift_hashes=1 rate=  7363.2/s elapsed=00:03:55 eta=05:25:14
... samples=1740000/145422675 ( 1.197%) cycle_sigs=16384 lift_hashes=1 rate=  7363.7/s elapsed=00:03:56 eta=05:25:12
... samples=1745000/145422675 ( 1.200%) cycle_sigs=16384 lift_hashes=1 rate=  7364.0/s elapsed=00:03:56 eta=05:25:10
... samples=1750000/145422675 ( 1.203%) cycle_sigs=16384 lift_hashes=1 rate=  7364.4/s elapsed=00:03:57 eta=05:25:08
... samples=1755000/145422675 ( 1.207%) cycle_sigs=16384 lift_hashes=1 rate=  7364.9/s elapsed=00:03:58 eta=05:25:07
... samples=1760000/145422675 ( 1.210%) cycle_sigs=16384 lift_hashes=1 rate=  7365.2/s elapsed=00:03:58 eta=05:25:05
... samples=1765000/145422675 ( 1.214%) cycle_sigs=16384 lift_hashes=1 rate=  7365.7/s elapsed=00:03:59 eta=05:25:03
... samples=1770000/145422675 ( 1.217%) cycle_sigs=16384 lift_hashes=1 rate=  7366.1/s elapsed=00:04:00 eta=05:25:01
... samples=1775000/145422675 ( 1.221%) cycle_sigs=16384 lift_hashes=1 rate=  7366.3/s elapsed=00:04:00 eta=05:25:00
... samples=1780000/145422675 ( 1.224%) cycle_sigs=16384 lift_hashes=1 rate=  7366.6/s elapsed=00:04:01 eta=05:24:59
... samples=1785000/145422675 ( 1.227%) cycle_sigs=16384 lift_hashes=1 rate=  7367.0/s elapsed=00:04:02 eta=05:24:57
... samples=1790000/145422675 ( 1.231%) cycle_sigs=16384 lift_hashes=1 rate=  7367.3/s elapsed=00:04:02 eta=05:24:56
... samples=1795000/145422675 ( 1.234%) cycle_sigs=16384 lift_hashes=1 rate=  7367.7/s elapsed=00:04:03 eta=05:24:54
... samples=1800000/145422675 ( 1.238%) cycle_sigs=16384 lift_hashes=1 rate=  7368.2/s elapsed=00:04:04 eta=05:24:52
... samples=1805000/145422675 ( 1.241%) cycle_sigs=16384 lift_hashes=1 rate=  7368.4/s elapsed=00:04:04 eta=05:24:50
... samples=1810000/145422675 ( 1.245%) cycle_sigs=16384 lift_hashes=1 rate=  7368.8/s elapsed=00:04:05 eta=05:24:49
... samples=1815000/145422675 ( 1.248%) cycle_sigs=16384 lift_hashes=1 rate=  7369.3/s elapsed=00:04:06 eta=05:24:47
... samples=1820000/145422675 ( 1.252%) cycle_sigs=16384 lift_hashes=1 rate=  7369.8/s elapsed=00:04:06 eta=05:24:45
... samples=1825000/145422675 ( 1.255%) cycle_sigs=16384 lift_hashes=1 rate=  7370.0/s elapsed=00:04:07 eta=05:24:43
... samples=1830000/145422675 ( 1.258%) cycle_sigs=16384 lift_hashes=1 rate=  7370.5/s elapsed=00:04:08 eta=05:24:42
... samples=1835000/145422675 ( 1.262%) cycle_sigs=16384 lift_hashes=1 rate=  7370.9/s elapsed=00:04:08 eta=05:24:40
... samples=1840000/145422675 ( 1.265%) cycle_sigs=16384 lift_hashes=1 rate=  7371.2/s elapsed=00:04:09 eta=05:24:38
... samples=1845000/145422675 ( 1.269%) cycle_sigs=16384 lift_hashes=1 rate=  7371.6/s elapsed=00:04:10 eta=05:24:37
... samples=1850000/145422675 ( 1.272%) cycle_sigs=16384 lift_hashes=1 rate=  7372.1/s elapsed=00:04:10 eta=05:24:35
... samples=1855000/145422675 ( 1.276%) cycle_sigs=16384 lift_hashes=1 rate=  7372.4/s elapsed=00:04:11 eta=05:24:33
... samples=1860000/145422675 ( 1.279%) cycle_sigs=16384 lift_hashes=1 rate=  7372.8/s elapsed=00:04:12 eta=05:24:31
... samples=1865000/145422675 ( 1.282%) cycle_sigs=16384 lift_hashes=1 rate=  7373.3/s elapsed=00:04:12 eta=05:24:29
... samples=1870000/145422675 ( 1.286%) cycle_sigs=16384 lift_hashes=1 rate=  7373.6/s elapsed=00:04:13 eta=05:24:28
... samples=1875000/145422675 ( 1.289%) cycle_sigs=16384 lift_hashes=1 rate=  7373.7/s elapsed=00:04:14 eta=05:24:27
... samples=1880000/145422675 ( 1.293%) cycle_sigs=16384 lift_hashes=1 rate=  7373.4/s elapsed=00:04:14 eta=05:24:27
... samples=1885000/145422675 ( 1.296%) cycle_sigs=16384 lift_hashes=1 rate=  7372.9/s elapsed=00:04:15 eta=05:24:28
... samples=1890000/145422675 ( 1.300%) cycle_sigs=16384 lift_hashes=1 rate=  7371.6/s elapsed=00:04:16 eta=05:24:30
... samples=1895000/145422675 ( 1.303%) cycle_sigs=16384 lift_hashes=1 rate=  7372.1/s elapsed=00:04:17 eta=05:24:29
... samples=1900000/145422675 ( 1.307%) cycle_sigs=16384 lift_hashes=1 rate=  7372.3/s elapsed=00:04:17 eta=05:24:27
... samples=1905000/145422675 ( 1.310%) cycle_sigs=16384 lift_hashes=1 rate=  7372.6/s elapsed=00:04:18 eta=05:24:26
... samples=1910000/145422675 ( 1.313%) cycle_sigs=16384 lift_hashes=1 rate=  7373.1/s elapsed=00:04:19 eta=05:24:24
... samples=1915000/145422675 ( 1.317%) cycle_sigs=16384 lift_hashes=1 rate=  7373.3/s elapsed=00:04:19 eta=05:24:23
... samples=1920000/145422675 ( 1.320%) cycle_sigs=16384 lift_hashes=1 rate=  7373.6/s elapsed=00:04:20 eta=05:24:21
... samples=1925000/145422675 ( 1.324%) cycle_sigs=16384 lift_hashes=1 rate=  7374.0/s elapsed=00:04:21 eta=05:24:19
... samples=1930000/145422675 ( 1.327%) cycle_sigs=16384 lift_hashes=1 rate=  7374.2/s elapsed=00:04:21 eta=05:24:18
... samples=1935000/145422675 ( 1.331%) cycle_sigs=16384 lift_hashes=1 rate=  7374.6/s elapsed=00:04:22 eta=05:24:16
... samples=1940000/145422675 ( 1.334%) cycle_sigs=16384 lift_hashes=1 rate=  7375.1/s elapsed=00:04:23 eta=05:24:14
... samples=1945000/145422675 ( 1.337%) cycle_sigs=16384 lift_hashes=1 rate=  7375.4/s elapsed=00:04:23 eta=05:24:13
... samples=1950000/145422675 ( 1.341%) cycle_sigs=16384 lift_hashes=1 rate=  7375.8/s elapsed=00:04:24 eta=05:24:11
... samples=1955000/145422675 ( 1.344%) cycle_sigs=16384 lift_hashes=1 rate=  7376.1/s elapsed=00:04:25 eta=05:24:10
