================================================================================
PHASE 1 — FULL ENUMERATION OF 14/16 SIGNINGS BY LIFT HASH
================================================================================
vertices: 15
edges:    30
negatives target: 14
total signings:   145422675
cycle basis size: 16

... samples=525000/145422675 ( 0.361%) cycle_sigs=16384 lift_hashes=1 rate=  7384.2/s elapsed=00:01:11 eta=05:27:02
... samples=530000/145422675 ( 0.364%) cycle_sigs=16384 lift_hashes=1 rate=  7382.6/s elapsed=00:01:11 eta=05:27:06
... samples=535000/145422675 ( 0.368%) cycle_sigs=16384 lift_hashes=1 rate=  7381.2/s elapsed=00:01:12 eta=05:27:09
... samples=540000/145422675 ( 0.371%) cycle_sigs=16384 lift_hashes=1 rate=  7378.9/s elapsed=00:01:13 eta=05:27:14
... samples=545000/145422675 ( 0.375%) cycle_sigs=16384 lift_hashes=1 rate=  7378.4/s elapsed=00:01:13 eta=05:27:15
... samples=550000/145422675 ( 0.378%) cycle_sigs=16384 lift_hashes=1 rate=  7379.0/s elapsed=00:01:14 eta=05:27:12
... samples=555000/145422675 ( 0.382%) cycle_sigs=16384 lift_hashes=1 rate=  7379.3/s elapsed=00:01:15 eta=05:27:11
... samples=560000/145422675 ( 0.385%) cycle_sigs=16384 lift_hashes=1 rate=  7380.2/s elapsed=00:01:15 eta=05:27:08
... samples=565000/145422675 ( 0.389%) cycle_sigs=16384 lift_hashes=1 rate=  7380.9/s elapsed=00:01:16 eta=05:27:05
... samples=570000/145422675 ( 0.392%) cycle_sigs=16384 lift_hashes=1 rate=  7376.8/s elapsed=00:01:17 eta=05:27:16
... samples=575000/145422675 ( 0.395%) cycle_sigs=16384 lift_hashes=1 rate=  7375.8/s elapsed=00:01:17 eta=05:27:18
... samples=580000/145422675 ( 0.399%) cycle_sigs=16384 lift_hashes=1 rate=  7376.6/s elapsed=00:01:18 eta=05:27:15
... samples=585000/145422675 ( 0.402%) cycle_sigs=16384 lift_hashes=1 rate=  7377.6/s elapsed=00:01:19 eta=05:27:11
... samples=590000/145422675 ( 0.406%) cycle_sigs=16384 lift_hashes=1 rate=  7378.2/s elapsed=00:01:19 eta=05:27:09
... samples=595000/145422675 ( 0.409%) cycle_sigs=16384 lift_hashes=1 rate=  7379.2/s elapsed=00:01:20 eta=05:27:06
... samples=600000/145422675 ( 0.413%) cycle_sigs=16384 lift_hashes=1 rate=  7380.3/s elapsed=00:01:21 eta=05:27:02
... samples=605000/145422675 ( 0.416%) cycle_sigs=16384 lift_hashes=1 rate=  7380.8/s elapsed=00:01:21 eta=05:27:00
... samples=610000/145422675 ( 0.419%) cycle_sigs=16384 lift_hashes=1 rate=  7382.0/s elapsed=00:01:22 eta=05:26:56
... samples=615000/145422675 ( 0.423%) cycle_sigs=16384 lift_hashes=1 rate=  7383.4/s elapsed=00:01:23 eta=05:26:52
... samples=620000/145422675 ( 0.426%) cycle_sigs=16384 lift_hashes=1 rate=  7384.2/s elapsed=00:01:23 eta=05:26:49
... samples=625000/145422675 ( 0.430%) cycle_sigs=16384 lift_hashes=1 rate=  7385.5/s elapsed=00:01:24 eta=05:26:45
... samples=630000/145422675 ( 0.433%) cycle_sigs=16384 lift_hashes=1 rate=  7383.1/s elapsed=00:01:25 eta=05:26:51
... samples=635000/145422675 ( 0.437%) cycle_sigs=16384 lift_hashes=1 rate=  7378.9/s elapsed=00:01:26 eta=05:27:01
... samples=640000/145422675 ( 0.440%) cycle_sigs=16384 lift_hashes=1 rate=  7378.9/s elapsed=00:01:26 eta=05:27:01
... samples=645000/145422675 ( 0.444%) cycle_sigs=16384 lift_hashes=1 rate=  7379.9/s elapsed=00:01:27 eta=05:26:57
... samples=650000/145422675 ( 0.447%) cycle_sigs=16384 lift_hashes=1 rate=  7380.4/s elapsed=00:01:28 eta=05:26:55
... samples=655000/145422675 ( 0.450%) cycle_sigs=16384 lift_hashes=1 rate=  7381.3/s elapsed=00:01:28 eta=05:26:52
... samples=660000/145422675 ( 0.454%) cycle_sigs=16384 lift_hashes=1 rate=  7382.3/s elapsed=00:01:29 eta=05:26:49
... samples=665000/145422675 ( 0.457%) cycle_sigs=16384 lift_hashes=1 rate=  7382.9/s elapsed=00:01:30 eta=05:26:47
... samples=670000/145422675 ( 0.461%) cycle_sigs=16384 lift_hashes=1 rate=  7384.0/s elapsed=00:01:30 eta=05:26:43
... samples=675000/145422675 ( 0.464%) cycle_sigs=16384 lift_hashes=1 rate=  7385.2/s elapsed=00:01:31 eta=05:26:39
... samples=680000/145422675 ( 0.468%) cycle_sigs=16384 lift_hashes=1 rate=  7385.7/s elapsed=00:01:32 eta=05:26:37
... samples=685000/145422675 ( 0.471%) cycle_sigs=16384 lift_hashes=1 rate=  7386.8/s elapsed=00:01:32 eta=05:26:34
... samples=690000/145422675 ( 0.474%) cycle_sigs=16384 lift_hashes=1 rate=  7387.8/s elapsed=00:01:33 eta=05:26:30
... samples=695000/145422675 ( 0.478%) cycle_sigs=16384 lift_hashes=1 rate=  7387.7/s elapsed=00:01:34 eta=05:26:30
... samples=700000/145422675 ( 0.481%) cycle_sigs=16384 lift_hashes=1 rate=  7388.1/s elapsed=00:01:34 eta=05:26:28
... samples=705000/145422675 ( 0.485%) cycle_sigs=16384 lift_hashes=1 rate=  7388.8/s elapsed=00:01:35 eta=05:26:26
... samples=710000/145422675 ( 0.488%) cycle_sigs=16384 lift_hashes=1 rate=  7389.0/s elapsed=00:01:36 eta=05:26:24
... samples=715000/145422675 ( 0.492%) cycle_sigs=16384 lift_hashes=1 rate=  7388.6/s elapsed=00:01:36 eta=05:26:25
... samples=720000/145422675 ( 0.495%) cycle_sigs=16384 lift_hashes=1 rate=  7389.2/s elapsed=00:01:37 eta=05:26:23
... samples=725000/145422675 ( 0.499%) cycle_sigs=16384 lift_hashes=1 rate=  7389.4/s elapsed=00:01:38 eta=05:26:21
... samples=730000/145422675 ( 0.502%) cycle_sigs=16384 lift_hashes=1 rate=  7390.1/s elapsed=00:01:38 eta=05:26:19
... samples=735000/145422675 ( 0.505%) cycle_sigs=16384 lift_hashes=1 rate=  7390.9/s elapsed=00:01:39 eta=05:26:16
... samples=740000/145422675 ( 0.509%) cycle_sigs=16384 lift_hashes=1 rate=  7391.4/s elapsed=00:01:40 eta=05:26:14
... samples=745000/145422675 ( 0.512%) cycle_sigs=16384 lift_hashes=1 rate=  7392.3/s elapsed=00:01:40 eta=05:26:11
... samples=750000/145422675 ( 0.516%) cycle_sigs=16384 lift_hashes=1 rate=  7393.2/s elapsed=00:01:41 eta=05:26:08
... samples=755000/145422675 ( 0.519%) cycle_sigs=16384 lift_hashes=1 rate=  7394.1/s elapsed=00:01:42 eta=05:26:05
... samples=760000/145422675 ( 0.523%) cycle_sigs=16384 lift_hashes=1 rate=  7394.3/s elapsed=00:01:42 eta=05:26:03
... samples=765000/145422675 ( 0.526%) cycle_sigs=16384 lift_hashes=1 rate=  7394.9/s elapsed=00:01:43 eta=05:26:01
... samples=770000/145422675 ( 0.529%) cycle_sigs=16384 lift_hashes=1 rate=  7395.9/s elapsed=00:01:44 eta=05:25:58
... samples=775000/145422675 ( 0.533%) cycle_sigs=16384 lift_hashes=1 rate=  7395.6/s elapsed=00:01:44 eta=05:25:58
... samples=780000/145422675 ( 0.536%) cycle_sigs=16384 lift_hashes=1 rate=  7396.0/s elapsed=00:01:45 eta=05:25:56
... samples=785000/145422675 ( 0.540%) cycle_sigs=16384 lift_hashes=1 rate=  7396.7/s elapsed=00:01:46 eta=05:25:54
... samples=790000/145422675 ( 0.543%) cycle_sigs=16384 lift_hashes=1 rate=  7396.6/s elapsed=00:01:46 eta=05:25:53
... samples=795000/145422675 ( 0.547%) cycle_sigs=16384 lift_hashes=1 rate=  7397.1/s elapsed=00:01:47 eta=05:25:51
... samples=800000/145422675 ( 0.550%) cycle_sigs=16384 lift_hashes=1 rate=  7397.6/s elapsed=00:01:48 eta=05:25:49
... samples=805000/145422675 ( 0.554%) cycle_sigs=16384 lift_hashes=1 rate=  7397.5/s elapsed=00:01:48 eta=05:25:49
... samples=810000/145422675 ( 0.557%) cycle_sigs=16384 lift_hashes=1 rate=  7397.6/s elapsed=00:01:49 eta=05:25:48
... samples=815000/145422675 ( 0.560%) cycle_sigs=16384 lift_hashes=1 rate=  7396.8/s elapsed=00:01:50 eta=05:25:49
... samples=820000/145422675 ( 0.564%) cycle_sigs=16384 lift_hashes=1 rate=  7396.0/s elapsed=00:01:50 eta=05:25:51
... samples=825000/145422675 ( 0.567%) cycle_sigs=16384 lift_hashes=1 rate=  7396.3/s elapsed=00:01:51 eta=05:25:49
... samples=830000/145422675 ( 0.571%) cycle_sigs=16384 lift_hashes=1 rate=  7394.9/s elapsed=00:01:52 eta=05:25:52
... samples=835000/145422675 ( 0.574%) cycle_sigs=16384 lift_hashes=1 rate=  7393.0/s elapsed=00:01:52 eta=05:25:57
... samples=840000/145422675 ( 0.578%) cycle_sigs=16384 lift_hashes=1 rate=  7392.7/s elapsed=00:01:53 eta=05:25:57
... samples=845000/145422675 ( 0.581%) cycle_sigs=16384 lift_hashes=1 rate=  7392.2/s elapsed=00:01:54 eta=05:25:58
... samples=850000/145422675 ( 0.585%) cycle_sigs=16384 lift_hashes=1 rate=  7391.2/s elapsed=00:01:55 eta=05:26:00
... samples=855000/145422675 ( 0.588%) cycle_sigs=16384 lift_hashes=1 rate=  7390.7/s elapsed=00:01:55 eta=05:26:00
... samples=860000/145422675 ( 0.591%) cycle_sigs=16384 lift_hashes=1 rate=  7387.6/s elapsed=00:01:56 eta=05:26:08
... samples=865000/145422675 ( 0.595%) cycle_sigs=16384 lift_hashes=1 rate=  7386.9/s elapsed=00:01:57 eta=05:26:09
... samples=870000/145422675 ( 0.598%) cycle_sigs=16384 lift_hashes=1 rate=  7386.9/s elapsed=00:01:57 eta=05:26:08
... samples=875000/145422675 ( 0.602%) cycle_sigs=16384 lift_hashes=1 rate=  7387.6/s elapsed=00:01:58 eta=05:26:06
... samples=880000/145422675 ( 0.605%) cycle_sigs=16384 lift_hashes=1 rate=  7386.7/s elapsed=00:01:59 eta=05:26:07
... samples=885000/145422675 ( 0.609%) cycle_sigs=16384 lift_hashes=1 rate=  7386.2/s elapsed=00:01:59 eta=05:26:08
... samples=890000/145422675 ( 0.612%) cycle_sigs=16384 lift_hashes=1 rate=  7385.6/s elapsed=00:02:00 eta=05:26:09
